record_id,publication_year,paper_title,primary_topic,secondary_topics,review_confidence,review_note,reviewer,reviewed_at
conf:3dim:ZhaoZPTGZHTM22,2022,MonoViT: Self-Supervised Monocular Depth Estimation with a Vision Transformer.,depth_stereo_shape_from_x,,high,Self-supervised monocular depth estimation.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:TschernezkiLLV22,2022,Neural Feature Fusion Fields: 3D Distillation of Self-Supervised 2D Image Representations.,representations_features,segmentation_scene_understanding,high,"A task-general 3D neural feature field distilled from 2D representations, demonstrated strongly on semantic analysis.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MaYBT22,2022,Neural Point-based Shape Modeling of Humans in Challenging Clothing.,humans_faces_hands_avatars,representations_features; motion_tracking_dynamic_4d,high,Person-specific clothed-human point representation designed for animation across poses and motions.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:RoyCHF22,2022,On Triangulation as a Form of Self-Supervision for 3D Human Pose Estimation.,humans_faces_hands_avatars,multiview_geometry_sfm_photogrammetry,high,3D human pose estimation with differentiable multi-view triangulation as the core self-supervision mechanism.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:NgRBM22,2022,OoD-Pose: Camera Pose Regression From Out-of-Distribution Synthetic Views.,slam_localization_mapping,multiview_geometry_sfm_photogrammetry,high,"Camera relocalization is primary, with relative-pose geometry and synthetic-view training as a substantive component.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:FuZCLZZGL22,2022,Panoptic NeRF: 3D-to-2D Label Transfer for Panoptic Urban Scene Segmentation.,segmentation_scene_understanding,rendering_novel_views_appearance,high,Panoptic label transfer is the output; NeRF-based multiview rendering is integral to the method.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:NguyenDXRL22,2022,PIZZA: A Powerful Image-only Zero-Shot Zero-CAD Approach to 6 DoF Tracking.,motion_tracking_dynamic_4d,recognition_detection_retrieval,high,"Tracks unknown objects' 6DoF motion over RGB sequences, with frame-wise object pose estimation underlying tracking.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LiuLFJL22,2022,Point Discriminative Learning for Data-efficient 3D Point Cloud Analysis.,representations_features,,high,"Self-supervised, task-general point-cloud feature learning evaluated across classification and segmentation.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:DingJY22,2022,Polar-Photometric Stereo Under Natural Illumination.,depth_stereo_shape_from_x,sensing_acquisition_calibration,high,Shape-from-polarization/photometric-stereo surface-normal recovery using a dedicated polarized illumination setup.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ZhangYKG22,2022,Pose Guided Human Motion Transfer by Exploiting 2D and 3D Information.,humans_faces_hands_avatars,motion_tracking_dynamic_4d; generation_completion_editing,high,Generates human appearance under transferred motion using combined 2D/3D pose guidance.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LiV22,2022,Progressive Multi-Scale Light Field Networks.,rendering_novel_views_appearance,representations_features,high,Multi-scale neural light-field representation for progressive streaming and foveated rendering.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:DuISKN22,2022,Push-the-Boundary: Boundary-aware Feature Propagation for Semantic Segmentation of 3D Point Clouds.,segmentation_scene_understanding,,high,Boundary-aware semantic point-cloud segmentation.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:WangLKKAH22,2022,Reconstructing Action-Conditioned Human-Object Interactions Using Commonsense Knowledge Priors.,humans_faces_hands_avatars,reconstruction_fusion_modeling; generation_completion_editing,high,Infers diverse 3D human-object interaction arrangements from a single image using action/commonsense priors.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:WuGTAPD22,2022,Robust RGB-D Fusion for Saliency Detection.,segmentation_scene_understanding,,high,Pixel-level RGB-D saliency segmentation; depth is an input modality rather than a separate depth contribution.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:CaiHR22,2022,SC6D: Symmetry-agnostic and Correspondence-free 6D Object Pose Estimation.,recognition_detection_retrieval,,high,"Single-image category-level 6D object pose estimation, explicitly covered by recognition/detection.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MingFF22,2022,SDA-SNE: Spatial Discontinuity-Aware Surface Normal Estimation via Multi-Directional Dynamic Programming.,depth_stereo_shape_from_x,,high,"Surface-normal estimation from depth maps, focused on spatial discontinuities.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:JinXL22,2022,SHRAG: Semantic Hierarchical Graph for Floorplan Representation.,representations_features,recognition_detection_retrieval,high,A hierarchical graph representation of floorplans whose principal downstream task is retrieval.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LaidlowD22,2022,Simultaneous Localisation and Mapping With Quadric Surfaces.,slam_localization_mapping,representations_features,high,"SLAM is central, with a new quadric-surface map representation.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MagnetRSO22,2022,Smooth Non-Rigid Shape Matching via Effective Dirichlet Energy Optimization.,registration_correspondence_matching,geometry_shape_processing; datasets_benchmarks_evaluation,high,"Non-rigid shape correspondence with smoothness optimization, plus a new correspondence dataset.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:WuM22,2022,SO(3) Rotation Equivariant Point Cloud Completion using Attention-based Vector Neurons.,generation_completion_editing,,high,SO(3)-equivariant point-cloud completion.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:EfroniGR22,2022,Spectral Teacher for a Spatial Student: Spectrum-Aware Real-Time Dense Shape Correspondence.,registration_correspondence_matching,representations_features,high,Dense non-rigid correspondence with a learned spatial representation distilled from spectral methods.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:YanWZLCD22,2022,SphereDepth: Panorama Depth Estimation from Spherical Domain.,depth_stereo_shape_from_x,,high,Panoramic depth estimation directly on a spherical mesh.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LiAO22,2022,SRFeat: Learning Locally Accurate and Globally Consistent Non-Rigid Shape Correspondence.,registration_correspondence_matching,representations_features,high,Non-rigid shape correspondence through geometrically regularized learned local features.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LuoGXS22,2022,Structure-Aware 3D VR Sketch to 3D Shape Retrieval.,recognition_detection_retrieval,ar_vr_hci_applied_systems; datasets_benchmarks_evaluation,high,"3D shape retrieval from VR sketches, including an interactive VR query modality and a released sketch dataset.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:SuWPL22,2022,SVNet: Where SO(3) Equivariance Meets Binarization on Point Cloud Representation.,representations_features,,high,Task-general SO(3)-equivariant and binarized point-cloud representation/backbone framework.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:AthanasiouPBV22,2022,TEACH: Temporal Action Composition for 3D Humans.,motion_tracking_dynamic_4d,humans_faces_hands_avatars; generation_completion_editing,high,Text-conditioned generation of temporally composed 3D human motions.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ZianiFKCH22,2022,TempCLR: Reconstructing Hands via Time-Coherent Contrastive Learning.,humans_faces_hands_avatars,motion_tracking_dynamic_4d,high,3D hand reconstruction trained with time-coherent contrastive learning and evaluated for temporal smoothness.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:RegateiroB22,2022,Temporal Shape Transfer Network for 3D Human Motion.,humans_faces_hands_avatars,motion_tracking_dynamic_4d; generation_completion_editing,high,Transfers a target human identity over temporal mesh motion while preserving dynamics and shape.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:RockwellJF22,2022,The 8-Point Algorithm as an Inductive Bias for Relative Pose Prediction by ViTs.,multiview_geometry_sfm_photogrammetry,,high,Two-view relative pose prediction explicitly structured around the eight-point algorithm.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ThaiSHR22,2022,The Surprising Positive Knowledge Transfer in Continual 3D Object Shape Reconstruction.,datasets_benchmarks_evaluation,reconstruction_fusion_modeling; representations_features,medium,An empirical continual-learning study and released task suite for 3D shape reconstruction and representation transfer.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:StollMG22,2022,There and Back Again: 3D Sign Language Generation from Text Using Back-Translation.,humans_faces_hands_avatars,motion_tracking_dynamic_4d; generation_completion_editing,high,Text-to-sign-language generation of temporally coherent 3D human mesh sequences.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:DongWZKPC22,2022,Visual Localization via Few-Shot Scene Region Classification.,slam_localization_mapping,recognition_detection_retrieval,high,Visual relocalization is central; few-shot scene-region classification is the core learned mechanism.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MillerduraiLRJWTG24,2024,3D Pose Estimation of Two Interacting Hands from a Monocular Event Camera.,humans_faces_hands_avatars,motion_tracking_dynamic_4d; datasets_benchmarks_evaluation,high,"3D tracking of interacting hands from event streams, with two new synthetic/real benchmarks.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:GanapathiDJAW24,2024,3D-TexSeg: Unsupervised Segmentation of 3D Texture Using Mutual Transformer Learning.,segmentation_scene_understanding,,high,Unsupervised binary segmentation of textured versus non-textured mesh regions.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ZhaoS24,2024,3DRef: 3D Dataset and Benchmark for Reflection Detection in RGB and Lidar Data.,datasets_benchmarks_evaluation,segmentation_scene_understanding,high,"A large multimodal 3D reflection dataset and benchmark, centered on reflection segmentation/detection.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:SheshappanavarAKWK24,2024,A Benchmark Grocery Dataset of Realworld Point Clouds From Single View.,datasets_benchmarks_evaluation,recognition_detection_retrieval,high,A large real-world grocery point-cloud dataset benchmarked on fine-grained classification.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:WuHJPB24,2024,A Cross Branch Fusion-Based Contrastive Learning Framework for Point Cloud Self-supervised Learning.,representations_features,,high,Self-supervised contrastive learning of task-general point-cloud representations.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:WangNBCSZH24,2024,A Local Appearance Model for Volumetric Capture of Diverse Hairstyles.,humans_faces_hands_avatars,rendering_novel_views_appearance; representations_features,high,A universal hair appearance/radiance representation for capturing photorealistic avatars with diverse hairstyles.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:IchimaruITIK24,2024,ActiveNeuS: Neural Signed Distance Fields for Active Stereo.,reconstruction_fusion_modeling,sensing_acquisition_calibration; depth_stereo_shape_from_x,medium,Neural-SDF surface reconstruction in an active structured-light stereo system.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:KatariaLDH24,2024,Addressing Low-Shot MVS by Detecting and Completing Planar Surfaces.,depth_stereo_shape_from_x,reconstruction_fusion_modeling,medium,Low-shot multi-view depth prediction and planar completion designed to densify reconstructed surfaces.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ZhangCFZHSH24,2024,ArtiGrasp: Physically Plausible Synthesis of Bi-Manual Dexterous Grasping and Articulation.,robotics_embodied_interaction,humans_faces_hands_avatars; motion_tracking_dynamic_4d,high,Physics- and reinforcement-learning-based bimanual grasping and articulated-object manipulation motion synthesis.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:SautierPBML24,2024,BEVContrast: Self-Supervision in BEV Space for Automotive Lidar Point Clouds.,representations_features,,high,Self-supervised automotive-LiDAR backbone learning in bird's-eye-view space; segmentation is downstream evaluation.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MuralikrishnanHCM24,2024,BLiSS: Bootstrapped Linear Shape Space.,humans_faces_hands_avatars,representations_features; registration_correspondence_matching,high,Bootstraps a human morphable shape space while progressively registering raw scans into dense correspondence.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:BrennerS24,2024,Classical Photometric Stereo in Point Lighting Environments: Error Analysis and Mitigation.,depth_stereo_shape_from_x,sensing_acquisition_calibration,high,Photometric-stereo error analysis and mitigation for point-light acquisition setups.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:AnticTOMP24,2024,CloSe: A 3D Clothing Segmentation Dataset and Model.,datasets_benchmarks_evaluation,humans_faces_hands_avatars; segmentation_scene_understanding,high,A large 3D clothing segmentation dataset together with a segmentation model and annotation/refinement tool.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:GaoCZWSZBH24,2024,Cloth2Tex: A Customized Cloth Texture Generation Pipeline for 3D Virtual Try-On.,humans_faces_hands_avatars,generation_completion_editing; ar_vr_hci_applied_systems,high,Generates and inpaints garment texture maps for virtual try-on and dressed digital humans.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ZhangFS24,2024,CoARF: Controllable 3D Artistic Style Transfer for Radiance Fields.,generation_completion_editing,rendering_novel_views_appearance; segmentation_scene_understanding,high,Controllable semantic/object-level artistic style transfer in radiance fields.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:GorlitzMK24,2024,Coherent Enhancement of Depth Images and Normal Maps Using Second-Order Geometric Models on Weighted Finite Graphs.,geometry_shape_processing,depth_stereo_shape_from_x,medium,Joint denoising and infilling of already acquired depth and normal maps using geometric models.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ZhongYLZHL24,2024,Color-NeuS: Reconstructing Neural Implicit Surfaces with Color.,reconstruction_fusion_modeling,rendering_novel_views_appearance,high,"Joint neural implicit mesh-and-color reconstruction, with volume rendering integral to training.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:BonottoSEIP24,2024,CombiNeRF: A Combination of Regularization Techniques for Few-Shot Neural Radiance Field View Synthesis.,rendering_novel_views_appearance,,high,Few-shot NeRF novel-view synthesis through combined regularization techniques.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:PoW24,2024,Compositional 3D Scene Generation using Locally Conditioned Diffusion.,generation_completion_editing,,high,Text- and box-conditioned compositional 3D scene generation with diffusion.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:YeWLSW24,2024,Consistent-1-to-3: Consistent Image to 3D View Synthesis via Geometry-aware Diffusion Models.,rendering_novel_views_appearance,generation_completion_editing; multiview_geometry_sfm_photogrammetry,high,Single-image novel-view synthesis through geometry-aware diffusion and epipolar/multiview constraints.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ZhuWQSJW24,2024,ContactArt: Learning 3D Interaction Priors for Category-level Articulated Object and Hand Poses Estimation.,humans_faces_hands_avatars,recognition_detection_retrieval; datasets_benchmarks_evaluation,high,Joint articulated-object and hand pose estimation using learned interaction priors and a newly collected dataset.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MoninKE24,2024,Continuous Cost Aggregation for Dual-Pixel Disparity Extraction.,depth_stereo_shape_from_x,sensing_acquisition_calibration,high,Continuous disparity extraction tailored to dual-pixel image sensors.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:GuGZCLS24,2024,Control3Diff: Learning Controllable 3D Diffusion Models from Single-view Images.,generation_completion_editing,rendering_novel_views_appearance; representations_features,high,Controllable 3D-aware diffusion generation built on an implicit 3D image-synthesis representation.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:AtharSXLBSS24,2024,Controllable Dynamic Appearance for Neural 3D Portraits.,humans_faces_hands_avatars,rendering_novel_views_appearance; motion_tracking_dynamic_4d,high,"Controllable dynamic neural portrait rendering across head pose, expression, viewpoint, and lighting.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:RekikMOFW24,2024,Correspondence-Free Online Human Motion Retargeting.,motion_tracking_dynamic_4d,humans_faces_hands_avatars; generation_completion_editing,high,Online human motion retargeting with temporal context and surface-aware deformation.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MiyanishiAKK24,2024,Cross3DVG: Cross-Dataset 3D Visual Grounding on Different RGB-D Scans.,datasets_benchmarks_evaluation,recognition_detection_retrieval,high,A new cross-dataset 3D visual-grounding benchmark and large RIORefer dataset.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:TiradoGarinWC24,2024,DAC: Detector-Agnostic Spatial Covariances for Deep Local Features.,registration_correspondence_matching,representations_features,high,Detector-agnostic uncertainty models for local visual features and matching/geometric estimation.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:EdstedtBWF24,2024,"DeDoDe: Detect, Don't Describe - Describe, Don't Detect for Local Feature Matching.",registration_correspondence_matching,,high,Local keypoint detection and description learned directly for 3D-consistent feature matching.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:KlenkMKC24,2024,Deep Event Visual Odometry.,slam_localization_mapping,sensing_acquisition_calibration,high,Monocular event-only visual odometry.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:GsaxnerMSEPBK24,2024,DeepDR: Deep Structure-Aware RGB-D Inpainting for Diminished Reality.,generation_completion_editing,ar_vr_hci_applied_systems; depth_stereo_shape_from_x,high,"Real-time RGB-D inpainting for diminished reality, jointly synthesizing color and scene depth.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:YamashitaNN24,2024,DeepShaRM: Multi-View Shape and Reflectance Map Recovery Under Unknown Lighting.,depth_stereo_shape_from_x,rendering_novel_views_appearance; reconstruction_fusion_modeling,medium,Multi-view shape-from-shading jointly recovers reflectance maps and an implicit object surface.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ChenYKW24,2024,DehazeNeRF: Multi-image Haze Removal and 3D Shape Reconstruction using Neural Radiance Fields.,rendering_novel_views_appearance,reconstruction_fusion_modeling,medium,"A haze-aware neural radiance field for dehazing, novel-view synthesis, and 3D shape reconstruction.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:QiaoKZ24,2024,Depth Reconstruction with Neural Signed Distance Fields in Structured Light Systems.,depth_stereo_shape_from_x,sensing_acquisition_calibration; reconstruction_fusion_modeling,high,Depth estimation in structured-light systems through a neural signed-distance geometry field.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:Selvaraju24,2024,Developability Approximation for Neural Implicits Through Rank Minimization.,geometry_shape_processing,representations_features,high,Regularizes neural implicit surfaces toward developable geometry through curvature/rank constraints.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:WengSY24,2024,Diffusion-HPC: Synthetic Data Generation for Human Mesh Recovery in Challenging Domains.,humans_faces_hands_avatars,generation_completion_editing; datasets_benchmarks_evaluation,high,Human-structure-aware diffusion generates synthetic images and mesh labels for human mesh recovery.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:GuoPXRWPSS24,2024,Diffusion Shape Prior for Wrinkle-Accurate Cloth Registration.,registration_correspondence_matching,humans_faces_hands_avatars; generation_completion_editing,high,High-accuracy non-rigid cloth registration guided by a learned diffusion shape prior.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LuitenKLR24,2024,Dynamic 3D Gaussians: Tracking by Persistent Dynamic View Synthesis.,motion_tracking_dynamic_4d,rendering_novel_views_appearance; representations_features,high,Persistent dynamic 3D Gaussians jointly enable dense 6DoF tracking and dynamic novel-view synthesis.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LiuYWCSG24,2024,Dynamic Prototype Adaptation with Distillation for Few-shot Point Cloud Segmentation.,segmentation_scene_understanding,,high,Few-shot point-cloud segmentation with query-adapted prototypes.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MohamedA24,2024,DynamicSurf: Dynamic Neural RGB-D Surface Reconstruction With an Optimizable Feature Grid.,motion_tracking_dynamic_4d,reconstruction_fusion_modeling; representations_features,high,Non-rigid dynamic RGB-D surface reconstruction with a canonical neural feature grid and deformation field.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:XuYBCZW24,2024,Efficient 3D Articulated Human Generation with Layered Surface Volumes.,humans_faces_hands_avatars,generation_completion_editing; representations_features,high,Generates articulated digital humans using a layered-surface-volume representation.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:WangZL24,2024,Enhancing Generalizability of Representation Learning for Data-Efficient 3D Scene Understanding.,representations_features,,high,"Generalizable, data-efficient 3D scene representation learning transferred to detection and segmentation.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:XuZCPK24,2024,Event-Based Visual Odometry on Non-Holonomic Ground Vehicles.,slam_localization_mapping,sensing_acquisition_calibration,high,Pure event-based visual odometry for non-holonomic ground vehicles.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:RaWMLYL24,2024,Exploit Spatiotemporal Contextual Information for 3D Single Object Tracking via Memory Networks.,motion_tracking_dynamic_4d,recognition_detection_retrieval,high,Point-cloud single-object tracking over time; object discrimination is a supporting recognition component.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:JakabLWRV24,2024,Farm3D: Learning Articulated 3D Animals by Distilling 2D Diffusion.,reconstruction_fusion_modeling,generation_completion_editing; representations_features,high,"Category-specific articulated 3D reconstruction learned from synthetic diffusion supervision, yielding controllable assets.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:WuYFLW24,2024,Fast High Dynamic Range Radiance Fields for Dynamic Scenes.,rendering_novel_views_appearance,motion_tracking_dynamic_4d; datasets_benchmarks_evaluation,high,"HDR novel-view rendering of dynamic scenes, with a newly captured multi-exposure dynamic dataset.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:AstermarkDLH24,2024,Fast Relative Pose Estimation using Relative Depth.,multiview_geometry_sfm_photogrammetry,depth_stereo_shape_from_x,high,Minimal two-view relative-pose solvers using estimated relative depth.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LinPGZ24,2024,FastHuman: Reconstructing High-Quality Clothed Human in Minutes.,humans_faces_hands_avatars,reconstruction_fusion_modeling,high,Fast high-quality clothed-human surface reconstruction from posed multiview images.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:JiangJGZ24,2024,Few-View Object Reconstruction with Unknown Categories and Camera Poses.,reconstruction_fusion_modeling,multiview_geometry_sfm_photogrammetry; rendering_novel_views_appearance,high,Few-view object reconstruction jointly estimates unknown camera poses and fuses views into a neural radiance field.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LichySBKG24,2024,FoVA-Depth: Field-of-View Agnostic Depth Estimation for Cross-Dataset Generalization.,depth_stereo_shape_from_x,,high,Field-of-view-agnostic stereo depth estimation and cross-camera generalization.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ManamG24,2024,Fusing Directions and Displacements in Translation Averaging.,multiview_geometry_sfm_photogrammetry,,high,Translation averaging for global camera-position recovery.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:KabadayiZBPT24,2024,GAN-Avatar: Controllable Personalized GAN-based Human Head Avatar.,humans_faces_hands_avatars,generation_completion_editing; rendering_novel_views_appearance,high,Personalized controllable human-head avatar generation and image synthesis.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ChenCP24,2024,"GAPS: Geometry-Aware, Physics-Based, Self-Supervised Neural Garment Draping.",humans_faces_hands_avatars,geometry_shape_processing,high,Physics- and geometry-constrained garment draping/deformation around human bodies.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:WuRSC24,2024,Generalizing Single-View 3D Shape Retrieval to Occlusions and Unseen Objects.,datasets_benchmarks_evaluation,recognition_detection_retrieval,high,A systematic retrieval robustness/generalization study with standardized and newly generated occlusion data.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:MirPKP24,2024,Generating Continual Human Motion in Diverse 3D Scenes.,motion_tracking_dynamic_4d,humans_faces_hands_avatars; generation_completion_editing,high,Long-horizon generation of scene-constrained human motion sequences.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:EhmREGBC24,2024,Geometrically Consistent Partial Shape Matching.,registration_correspondence_matching,geometry_shape_processing,high,Geometrically consistent partial-shape correspondence and smooth matching optimization.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LiLL24,2024,GHuNeRF: Generalizable Human NeRF from a Monocular Video.,humans_faces_hands_avatars,rendering_novel_views_appearance,high,Generalizable human NeRF rendering learned from monocular video.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:TaheriZTZCPB24,2024,GRIP: Generating Interaction Poses Using Spatial Cues and Latent Consistency.,motion_tracking_dynamic_4d,humans_faces_hands_avatars; generation_completion_editing,high,Synthesizes temporally consistent hand-object interaction motion from body and object trajectories.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:HrubyLPPB24,2024,Handbook on Leveraging Lines for Two-View Relative Pose Estimation.,multiview_geometry_sfm_photogrammetry,,high,Hybrid point/line minimal geometry and bundle adjustment for two-view relative pose.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:AinetterSFL24,2024,HOC-Search: Efficient CAD Model and Pose Retrieval From RGB-D Scans.,recognition_detection_retrieval,registration_correspondence_matching; datasets_benchmarks_evaluation,high,"CAD model retrieval and object-pose estimation through render-and-compare alignment, with released ScanNet annotations.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:ChenPZGFZ24,2024,HumanReg: Self-supervised Non-rigid Registration of Human Point Cloud.,registration_correspondence_matching,humans_faces_hands_avatars; datasets_benchmarks_evaluation,high,"Self-supervised non-rigid registration of human point clouds, accompanied by the HumanSyn4D dataset.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:LiSZHL24,2024,Hyper-SNBRDF: Hypernetwork for Neural BRDF Using Sinusoidal Activation.,rendering_novel_views_appearance,representations_features,high,Compact neural BRDF/reflectance representation for material appearance reproduction and recovery.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:DoS24,2024,Improved Scene Landmark Detection for Camera Localization.,slam_localization_mapping,recognition_detection_retrieval,high,Camera localization via learned detection of scene-specific 3D landmarks.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:FeiD24,2024,Incorporating Rotation Invariance with Non-invariant Networks for Point Clouds.,representations_features,,high,A task-general rotation-invariant wrapper for otherwise non-invariant point-cloud networks.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:CanelaCMRGSTM24,2024,InstantAvatar: Efficient 3D Head Reconstruction via Surface Rendering.,humans_faces_hands_avatars,reconstruction_fusion_modeling; rendering_novel_views_appearance,high,Fast few-view full-head avatar reconstruction using a neural field and surface renderer.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:GuzovCMHSSP24,2024,Interaction Replica: Tracking Human-Object Interaction and Scene Changes From Human Motion.,humans_faces_hands_avatars,motion_tracking_dynamic_4d; ar_vr_hci_applied_systems,medium,Egocentric tracking and modeling of human-scene interactions and resulting dynamic scene changes for digital-twin applications.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:SunZDL24,2024,IS-NEAR: Implicit Semantic Neural Engine and Multi-Sensor Data Rendering With 3D Global Feature.,segmentation_scene_understanding,rendering_novel_views_appearance; representations_features,high,Semantic scene labeling and annotation through a global-feature semantic neural rendering field.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:SongRO24,2024,Joint Spatial-Temporal Calibration for Camera and Global Pose Sensor.,sensing_acquisition_calibration,slam_localization_mapping,high,"Joint spatial and temporal calibration between a camera and global pose sensor, designed for localization evaluation and use.",GPT-5.6 Pro expert review,2026-08-27
conf:3dim:WederBEP24,2024,LABELMAKER: Automatic Semantic Label Generation from RGB-D Trajectories.,datasets_benchmarks_evaluation,segmentation_scene_understanding; rendering_novel_views_appearance,high,An automated 2D/3D semantic-label generation pipeline using model ensembles and neural-rendering-based lifting.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:KochHVCR24,2024,Lang3DSG: Language-based contrastive pre-training for 3D Scene Graph prediction.,segmentation_scene_understanding,representations_features,high,Language-aligned pretraining for semantic 3D scene-graph prediction.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:JainSR24,2024,Learning Based Infinite Terrain Generation with Level of Detailing.,generation_completion_editing,rendering_novel_views_appearance,high,Learning-based infinite terrain generation with progressive level-of-detail integration for rendering.,GPT-5.6 Pro expert review,2026-08-27
conf:3dim:PanFFWLW24,2024,"Learning to Estimate 6DoF Pose from Limited Data: A Few-Shot, Generalizable Approach using RGB Images.",recognition_detection_retrieval,,high,Few-shot generalizable category-level 6DoF object pose estimation from RGB images.,GPT-5.6 Pro expert review,2026-08-27
