record_id,publication_year,paper_title,supplemental_match_method,supplemental_match_confidence,supplemental_title
conf:3dim:RockwellJF22,2022,The 8-Point Algorithm as an Inductive Bias for Relative Pose Prediction by ViTs.,doi_exact,1.0,The 8-Point Algorithm as an Inductive Bias for Relative Pose Prediction by ViTs
conf:3dim:RoyCHF22,2022,On Triangulation as a Form of Self-Supervision for 3D Human Pose Estimation.,doi_exact,1.0,On Triangulation as a Form of Self-Supervision for 3D Human Pose Estimation
conf:3dim:RTPET22,2022,gCoRF: Generative Compositional Radiance Fields.,doi_exact,1.0,gCoRF: Generative Compositional Radiance Fields
conf:3dim:RuizBBALRB22,2022,Human Body Measurement Estimation with Adversarial Augmentation.,doi_exact,1.0,Human Body Measurement Estimation with Adversarial Augmentation
conf:3dim:SchroppelBAB22,2022,A Benchmark and a Baseline for Robust Multi-view Depth Estimation.,doi_exact,1.0,A Benchmark and a Baseline for Robust Multi-view Depth Estimation
conf:3dim:StollMG22,2022,There and Back Again: 3D Sign Language Generation from Text Using Back-Translation.,doi_exact,1.0,There and Back Again: 3D Sign Language Generation from Text Using Back-Translation
conf:3dim:SuWPL22,2022,SVNet: Where SO(3) Equivariance Meets Binarization on Point Cloud Representation.,doi_exact,1.0,SVNet: Where SO(3) Equivariance Meets Binarization on Point Cloud Representation
conf:3dim:ThaiSHR22,2022,The Surprising Positive Knowledge Transfer in Continual 3D Object Shape Reconstruction.,doi_exact,1.0,The Surprising Positive Knowledge Transfer in Continual 3D Object Shape Reconstruction
conf:3dim:ToussaintGF22,2022,Fast Gradient Descent for Surface Capture Via Differentiable Rendering.,doi_exact,1.0,Fast Gradient Descent for Surface Capture Via Differentiable Rendering
conf:3dim:TschernezkiLLV22,2022,Neural Feature Fusion Fields: 3D Distillation of Self-Supervised 2D Image Representations.,doi_exact,1.0,Neural Feature Fusion Fields: 3D Distillation of Self-Supervised 2D Image Representations
conf:3dim:UnluSB22,2022,Interactive Sketching of Mannequin Poses.,doi_exact,1.0,Interactive Sketching of Mannequin Poses
conf:3dim:VasuTLBDF22,2022,HybridSDF: Combining Deep Implicit Shapes and Geometric Primitives for 3D Shape Representation and Manipulation.,doi_exact,1.0,HybridSDF: Combining Deep Implicit Shapes and Geometric Primitives for 3D Shape Representation and Manipulation
conf:3dim:WangBA22,2022,"GO-Surf: Neural Feature Grid Optimization for Fast, High-Fidelity RGB-D Surface Reconstruction.",doi_exact,1.0,"GO-Surf: Neural Feature Grid Optimization for Fast, High-Fidelity RGB-D Surface Reconstruction"
conf:3dim:WangLKKAH22,2022,Reconstructing Action-Conditioned Human-Object Interactions Using Commonsense Knowledge Priors.,doi_exact,1.0,Reconstructing Action-Conditioned Human-Object Interactions Using Commonsense Knowledge Priors
conf:3dim:WengWKY22,2022,Domain Adaptive 3D Pose Augmentation for In-the-Wild Human Mesh Recovery.,doi_exact,1.0,Domain Adaptive 3D Pose Augmentation for In-the-Wild Human Mesh Recovery
conf:3dim:WuGTAPD22,2022,Robust RGB-D Fusion for Saliency Detection.,doi_exact,1.0,Robust RGB-D Fusion for Saliency Detection
conf:3dim:WuJZG22,2022,Keypoint Cascade Voting for Point Cloud Based 6DoF Pose Estimation.,doi_exact,1.0,Keypoint Cascade Voting for Point Cloud Based 6DoF Pose Estimation
conf:3dim:WuM22,2022,SO(3) Rotation Equivariant Point Cloud Completion using Attention-based Vector Neurons.,doi_exact,1.0,SO(3) Rotation Equivariant Point Cloud Completion using Attention-based Vector Neurons
conf:3dim:XianCBSAP22,2022,Any-Shot GIN: Generalizing Implicit Networks for Reconstructing Novel Classes.,doi_exact,1.0,Any-Shot GIN: Generalizing Implicit Networks for Reconstructing Novel Classes
conf:3dim:XuWZW22,2022,ACDet: Attentive Cross-view Fusion for LiDAR-based 3D Object Detection.,doi_exact,1.0,ACDet: Attentive Cross-view Fusion for LiDAR-based 3D Object Detection
conf:3dim:YanWZLCD22,2022,SphereDepth: Panorama Depth Estimation from Spherical Domain.,doi_exact,1.0,SphereDepth: Panorama Depth Estimation from Spherical Domain
conf:3dim:YinKG22,2022,Distortion-aware Depth Estimation with Gradient Priors from Panoramas of Indoor Scenes.,doi_exact,1.0,Distortion-aware Depth Estimation with Gradient Priors from Panoramas of Indoor Scenes
conf:3dim:ZhangGFCFZ22,2022,A Flexible Multi-view Multi-modal Imaging System for Outdoor Scenes.,doi_exact,1.0,A Flexible Multi-view Multi-modal Imaging System for Outdoor Scenes
conf:3dim:ZhangYKG22,2022,Pose Guided Human Motion Transfer by Exploiting 2D and 3D Information.,doi_exact,1.0,Pose Guided Human Motion Transfer by Exploiting 2D and 3D Information
conf:3dim:ZhaoZPTGZHTM22,2022,MonoViT: Self-Supervised Monocular Depth Estimation with a Vision Transformer.,doi_exact,1.0,MonoViT: Self-Supervised Monocular Depth Estimation with a Vision Transformer
conf:3dim:ZhiQYG22,2022,Dual-Space NeRF: Learning Animatable Avatars and Scene Lighting in Separate Spaces.,doi_exact,1.0,Dual-Space NeRF: Learning Animatable Avatars and Scene Lighting in Separate Spaces
conf:3dim:ZhouBSP22,2022,Adjoint Rigid Transform Network: Task-conditioned Alignment of 3D Shapes.,doi_exact,1.0,Adjoint Rigid Transform Network: Task-conditioned Alignment of 3D Shapes
conf:3dim:ZhuangMKS22,2022,Controllable Radiance Fields for Dynamic Face Synthesis.,doi_exact,1.0,Controllable Radiance Fields for Dynamic Face Synthesis
conf:3dim:ZianiFKCH22,2022,TempCLR: Reconstructing Hands via Time-Coherent Contrastive Learning.,doi_exact,1.0,TempCLR: Reconstructing Hands via Time-Coherent Contrastive Learning
conf:3dim:AinetterSFL24,2024,HOC-Search: Efficient CAD Model and Pose Retrieval From RGB-D Scans.,doi_exact,1.0,HOC-Search: Efficient CAD Model and Pose Retrieval From RGB-D Scans
conf:3dim:AjisafeTSWR24,2024,Mirror-Aware Neural Humans.,doi_exact,1.0,Mirror-Aware Neural Humans
conf:3dim:AnticTOMP24,2024,CloSe: A 3D Clothing Segmentation Dataset and Model.,doi_exact,1.0,CloSe: A 3D Clothing Segmentation Dataset and Model
conf:3dim:AstermarkDLH24,2024,Fast Relative Pose Estimation using Relative Depth.,doi_exact,1.0,Fast Relative Pose Estimation using Relative Depth
conf:3dim:AtharSXLBSS24,2024,Controllable Dynamic Appearance for Neural 3D Portraits.,doi_exact,1.0,Controllable Dynamic Appearance for Neural 3D Portraits
conf:3dim:BartolomeiPCTM24,2024,Revisiting Depth Completion from a Stereo Matching Perspective for Cross-domain Generalization.,doi_exact,1.0,Revisiting Depth Completion from a Stereo Matching Perspective for Cross-domain Generalization
conf:3dim:BazavanZSZAS24,2024,SPHEAR: Spherical Head Registration for Complete Statistical 3D Modeling.,doi_exact,1.0,SPHEAR: Spherical Head Registration for Complete Statistical 3D Modeling
conf:3dim:BoittiauxMDAFH24,2024,SUCRe: Leveraging Scene Structure for Underwater Color Restoration.,doi_exact,1.0,SUCRe: Leveraging Scene Structure for Underwater Color Restoration
conf:3dim:BonottoSEIP24,2024,CombiNeRF: A Combination of Regularization Techniques for Few-Shot Neural Radiance Field View Synthesis.,doi_exact,1.0,CombiNeRF: A Combination of Regularization Techniques for Few-Shot Neural Radiance Field View Synthesis
conf:3dim:BraunCKAH24,2024,Physically Plausible Full-Body Hand-Object Interaction Synthesis.,doi_exact,1.0,Physically Plausible Full-Body Hand-Object Interaction Synthesis
conf:3dim:BraunsteinIG24,2024,Quantum-Hybrid Stereo Matching With Nonlinear Regularization and Spatial Pyramids.,doi_exact,1.0,Quantum-Hybrid Stereo Matching With Nonlinear Regularization and Spatial Pyramids
conf:3dim:BrennerS24,2024,Classical Photometric Stereo in Point Lighting Environments: Error Analysis and Mitigation.,doi_exact,1.0,Classical Photometric Stereo in Point Lighting Environments: Error Analysis and Mitigation
conf:3dim:CanelaCMRGSTM24,2024,InstantAvatar: Efficient 3D Head Reconstruction via Surface Rendering.,doi_exact,1.0,InstantAvatar: Efficient 3D Head Reconstruction via Surface Rendering
conf:3dim:CaoRB24,2024,Revisiting Map Relations for Unsupervised Non-Rigid Shape Matching.,doi_exact,1.0,Revisiting Map Relations for Unsupervised Non-Rigid Shape Matching
conf:3dim:CerkeziF24,2024,Sparse 3D Reconstruction via Object-Centric Ray Sampling.,doi_exact,1.0,Sparse 3D Reconstruction via Object-Centric Ray Sampling
conf:3dim:ChenCP24,2024,"GAPS: Geometry-Aware, Physics-Based, Self-Supervised Neural Garment Draping.",doi_exact,1.0,"GAPS: Geometry-Aware, Physics-Based, Self-Supervised Neural Garment Draping"
conf:3dim:ChenNJZZH24,2024,Single-view 3D Scene Reconstruction with High-fidelity Shape and Texture.,doi_exact,1.0,Single-view 3D Scene Reconstruction with High-fidelity Shape and Texture
conf:3dim:ChenPZGFZ24,2024,HumanReg: Self-supervised Non-rigid Registration of Human Point Cloud.,doi_exact,1.0,HumanReg: Self-supervised Non-rigid Registration of Human Point Cloud
conf:3dim:ChenYKW24,2024,DehazeNeRF: Multi-image Haze Removal and 3D Shape Reconstruction using Neural Radiance Fields.,doi_exact,1.0,DehazeNeRF: Multi-image Haze Removal and 3D Shape Reconstruction using Neural Radiance Fields
conf:3dim:ContiPCM24,2024,Range-Agnostic Multi-View Depth Estimation with Keyframe Selection.,doi_exact,1.0,Range-Agnostic Multi-View Depth Estimation with Keyframe Selection
conf:3dim:CuevasVelasquezHAB24,2024,SimpleEgo: Predicting Probabilistic Body Pose from Egocentric Cameras.,doi_exact,1.0,SimpleEgo: Predicting Probabilistic Body Pose from Egocentric Cameras
conf:3dim:DengLLY24,2024,Physics-based Indirect Illumination for Inverse Rendering.,doi_exact,1.0,Physics-based Indirect Illumination for Inverse Rendering
conf:3dim:DengWW24,2024,LumiGAN: Unconditional Generation of Relightable 3D Human Faces.,doi_exact,1.0,LumiGAN: Unconditional Generation of Relightable 3D Human Faces
conf:3dim:DoS24,2024,Improved Scene Landmark Detection for Camera Localization.,doi_exact,1.0,Improved Scene Landmark Detection for Camera Localization
conf:3dim:DuCZN24,2024,Select-Sliced Wasserstein Distance for Point Cloud Learning.,doi_exact,1.0,Select-Sliced Wasserstein Distance for Point Cloud Learning
conf:3dim:DwivediSYBT24,2024,POCO: 3D Pose and Shape Estimation with Confidence.,doi_exact,1.0,POCO: 3D Pose and Shape Estimation with Confidence
conf:3dim:EdstedtBWF24,2024,"DeDoDe: Detect, Don't Describe - Describe, Don't Detect for Local Feature Matching.",doi_exact,1.0,"DeDoDe: Detect, Don’t Describe — Describe, Don’t Detect for Local Feature Matching"
conf:3dim:EhmREGBC24,2024,Geometrically Consistent Partial Shape Matching.,doi_exact,1.0,Geometrically Consistent Partial Shape Matching
conf:3dim:FeiD24,2024,Incorporating Rotation Invariance with Non-invariant Networks for Point Clouds.,doi_exact,1.0,Incorporating Rotation Invariance with Non-invariant Networks for Point Clouds
conf:3dim:FengCJLXY24,2024,MC-Stereo: Multi-Peak Lookup and Cascade Search Range for Stereo Matching.,doi_exact,1.0,MC-Stereo: Multi-Peak Lookup and Cascade Search Range for Stereo Matching
conf:3dim:GanapathiDJAW24,2024,3D-TexSeg: Unsupervised Segmentation of 3D Texture Using Mutual Transformer Learning.,doi_exact,1.0,3D-TexSeg: Unsupervised Segmentation of 3D Texture Using Mutual Transformer Learning
conf:3dim:GaoCZWSZBH24,2024,Cloth2Tex: A Customized Cloth Texture Generation Pipeline for 3D Virtual Try-On.,doi_exact,1.0,Cloth2Tex: A Customized Cloth Texture Generation Pipeline for 3D Virtual Try-On
conf:3dim:GaurPM24,2024,Oriented-grid Encoder for 3D Implicit Representations.,doi_exact,1.0,Oriented-grid Encoder for 3D Implicit Representations
conf:3dim:GeorgoulisRBELG24,2024,Out of the Room: Generalizing Event-Based Dynamic Motion Segmentation for Complex Scenes.,doi_exact,1.0,Out of the Room: Generalizing Event-Based Dynamic Motion Segmentation for Complex Scenes
conf:3dim:GorlitzMK24,2024,Coherent Enhancement of Depth Images and Normal Maps Using Second-Order Geometric Models on Weighted Finite Graphs.,doi_exact,1.0,Coherent Enhancement of Depth Images and Normal Maps Using Second-Order Geometric Models on Weighted Finite Graphs
conf:3dim:GsaxnerMSEPBK24,2024,DeepDR: Deep Structure-Aware RGB-D Inpainting for Diminished Reality.,doi_exact,1.0,DeepDR: Deep Structure-Aware RGB-D Inpainting for Diminished Reality
conf:3dim:GuGZCLS24,2024,Control3Diff: Learning Controllable 3D Diffusion Models from Single-view Images.,doi_exact,1.0,Control3Diff: Learning Controllable 3D Diffusion Models from Single-view Images
conf:3dim:GuoPXRWPSS24,2024,Diffusion Shape Prior for Wrinkle-Accurate Cloth Registration.,doi_exact,1.0,Diffusion Shape Prior for Wrinkle-Accurate Cloth Registration
conf:3dim:GuzovCMHSSP24,2024,Interaction Replica: Tracking Human-Object Interaction and Scene Changes From Human Motion.,doi_exact,1.0,Interaction Replica: Tracking Human–Object Interaction and Scene Changes From Human Motion
conf:3dim:HahnerAGO24,2024,Unsupervised Representation Learning for Diverse Deformable Shape Collections.,doi_exact,1.0,Unsupervised Representation Learning for Diverse Deformable Shape Collections
conf:3dim:HaylerWMRC24,2024,S4C: Self-Supervised Semantic Scene Completion With Neural Fields.,doi_exact,1.0,S4C: Self-Supervised Semantic Scene Completion With Neural Fields
conf:3dim:HonariZSF24,2024,Unsupervised 3D Keypoint Discovery with Multi-View Geometry.,doi_exact,1.0,Unsupervised 3D Keypoint Discovery with Multi-View Geometry
conf:3dim:HrubyLPPB24,2024,Handbook on Leveraging Lines for Two-View Relative Pose Estimation.,doi_exact,1.0,Handbook on Leveraging Lines for Two-View Relative Pose Estimation
conf:3dim:HuangYXLTCT24,2024,TeCH: Text-Guided Reconstruction of Lifelike Clothed Humans.,doi_exact,1.0,TeCH: Text-Guided Reconstruction of Lifelike Clothed Humans
conf:3dim:IbrahimliKN24,2024,MuVieCAST: Multi-View Consistent Artistic Style Transfer.,doi_exact,1.0,MuVieCAST: Multi-View Consistent Artistic Style Transfer
conf:3dim:IchimaruITIK24,2024,ActiveNeuS: Neural Signed Distance Fields for Active Stereo.,doi_exact,1.0,ActiveNeuS: Neural Signed Distance Fields for Active Stereo
conf:3dim:JainSR24,2024,Learning Based Infinite Terrain Generation with Level of Detailing.,doi_exact,1.0,Learning Based Infinite Terrain Generation with Level of Detailing
conf:3dim:JakabLWRV24,2024,Farm3D: Learning Articulated 3D Animals by Distilling 2D Diffusion.,doi_exact,1.0,Farm3D: Learning Articulated 3D Animals by Distilling 2D Diffusion
conf:3dim:JiangJGZ24,2024,Few-View Object Reconstruction with Unknown Categories and Camera Poses.,doi_exact,1.0,Few-View Object Reconstruction with Unknown Categories and Camera Poses
conf:3dim:JinBPA24,2024,Q-REG: End-to-End Trainable Point Cloud Registration with Surface Curvature.,doi_exact,1.0,Q-REG: End-to-End Trainable Point Cloud Registration with Surface Curvature
conf:3dim:JoungLCSKLKY24,2024,Stable Surface Regularization for Fast Few-Shot NeRF.,doi_exact,1.0,Stable Surface Regularization for Fast Few-Shot NeRF
conf:3dim:KabadayiZBPT24,2024,GAN-Avatar: Controllable Personalized GAN-based Human Head Avatar.,doi_exact,1.0,GAN-Avatar: Controllable Personalized GAN-based Human Head Avatar
conf:3dim:KandukuriSS24,2024,Physics-Based Rigid Body Object Tracking and Friction Filtering From RGB-D Videos.,doi_exact,1.0,Physics-Based Rigid Body Object Tracking and Friction Filtering From RGB-D Videos
conf:3dim:KarpurPMZA24,2024,LFM-3D: Learnable Feature Matching Across Wide Baselines Using 3D Signals.,doi_exact,1.0,LFM-3D: Learnable Feature Matching Across Wide Baselines Using 3D Signals
conf:3dim:KatariaLDH24,2024,Addressing Low-Shot MVS by Detecting and Completing Planar Surfaces.,doi_exact,1.0,Addressing Low-Shot MVS by Detecting and Completing Planar Surfaces
conf:3dim:KienzleLLL24,2024,Towards Learning Monocular 3D Object Localization from 2D Labels Using the Physical Laws of Motion.,doi_exact,1.0,Towards Learning Monocular 3D Object Localization from 2D Labels Using the Physical Laws of Motion
conf:3dim:KlenkMKC24,2024,Deep Event Visual Odometry.,doi_exact,1.0,Deep Event Visual Odometry
conf:3dim:KloepferHC24,2024,SCENES: Subpixel Correspondence EstimationWith Epipolar Supervision.,doi_exact,1.0,SCENES: Subpixel Correspondence Estimation With Epipolar Supervision
conf:3dim:KocabasYMGBHKI24,2024,PACE: Human and Camera Motion Estimation from in-the-wild Videos.,doi_exact,1.0,PACE: Human and Camera Motion Estimation from in-the-wild Videos
conf:3dim:KochHVCR24,2024,Lang3DSG: Language-based contrastive pre-training for 3D Scene Graph prediction.,doi_exact,1.0,Lang3DSG: Language-based contrastive pre-training for 3D Scene Graph prediction
conf:3dim:LevyMSWL24,2024,MELON: NeRF with Unposed Images in SO(3).,doi_exact,1.0,MELON: NeRF with Unposed Images in SO(3)
conf:3dim:LiaoYXTHTB24,2024,TADA! Text to Animatable Digital Avatars.,doi_exact,1.0,TADA! Text to Animatable Digital Avatars
conf:3dim:LichySBKG24,2024,FoVA-Depth: Field-of-View Agnostic Depth Estimation for Cross-Dataset Generalization.,doi_exact,1.0,FoVA-Depth: Field-of-View Agnostic Depth Estimation for Cross-Dataset Generalization
conf:3dim:LiGLG24,2024,Practical Measurement and Neural Encoding of Hyperspectral Skin Reflectance.,doi_exact,1.0,Practical Measurement and Neural Encoding of Hyperspectral Skin Reflectance
conf:3dim:LiJS24,2024,MonoLSS: Learnable Sample Selection For Monocular 3D Detection.,doi_exact,1.0,MonoLSS: Learnable Sample Selection For Monocular 3D Detection
conf:3dim:LiLL24,2024,GHuNeRF: Generalizable Human NeRF from a Monocular Video.,doi_exact,1.0,GHuNeRF: Generalizable Human NeRF from a Monocular Video
conf:3dim:LinPGZ24,2024,FastHuman: Reconstructing High-Quality Clothed Human in Minutes.,doi_exact,1.0,FastHuman: Reconstructing High-Quality Clothed Human in Minutes
conf:3dim:LinZRT24,2024,RelPose++: Recovering 6D Poses from Sparse-view Observations.,doi_exact,1.0,RelPose++: Recovering 6D Poses from Sparse-view Observations
conf:3dim:LiSZHL24,2024,Hyper-SNBRDF: Hypernetwork for Neural BRDF Using Sinusoidal Activation.,doi_exact,1.0,Hyper-SNBRDF: Hypernetwork for Neural BRDF Using Sinusoidal Activation
conf:3dim:LiuYWCSG24,2024,Dynamic Prototype Adaptation with Distillation for Few-shot Point Cloud Segmentation.,doi_exact,1.0,Dynamic Prototype Adaptation with Distillation for Few-shot Point Cloud Segmentation
conf:3dim:LiWVL24,2024,MixRT: Mixed Neural Representations For Real-Time NeRF Rendering.,doi_exact,1.0,MixRT: Mixed Neural Representations For Real-Time NeRF Rendering
conf:3dim:LiYK24,2024,Relative Pose for Nonrigid Multi-Perspective Cameras: The Static Case.,doi_exact,1.0,Relative Pose for Nonrigid Multi-Perspective Cameras: The Static Case
conf:3dim:LuitenKLR24,2024,Dynamic 3D Gaussians: Tracking by Persistent Dynamic View Synthesis.,doi_exact,1.0,Dynamic 3D Gaussians: Tracking by Persistent Dynamic View Synthesis
conf:3dim:MajiNMP24,2024,YOLO-6D-Pose: Enhancing YOLO for Single-Stage Monocular Multi-Object 6D Pose Estimation.,doi_exact,1.0,YOLO-6D-Pose: Enhancing YOLO for Single-Stage Monocular Multi-Object 6D Pose Estimation
conf:3dim:ManamG24,2024,Fusing Directions and Displacements in Translation Averaging.,doi_exact,1.0,Fusing Directions and Displacements in Translation Averaging
conf:3dim:MartinsC24,2024,Ray-Patch: An Efficient Querying for Light Field Transformers.,doi_exact,1.0,Ray-Patch: An Efficient Querying for Light Field Transformers
conf:3dim:MezghanniBO24,2024,RIVQ-VAE: Discrete Rotation-Invariant 3D Representation Learning.,doi_exact,1.0,RIVQ-VAE: Discrete Rotation-Invariant 3D Representation Learning
conf:3dim:MicheleBPVMC24,2024,SALUDA: Surface-based Automotive Lidar Unsupervised Domain Adaptation.,doi_exact,1.0,SALUDA: Surface-based Automotive Lidar Unsupervised Domain Adaptation
conf:3dim:MillerduraiLRJWTG24,2024,3D Pose Estimation of Two Interacting Hands from a Monocular Event Camera.,doi_exact,1.0,3D Pose Estimation of Two Interacting Hands from a Monocular Event Camera
conf:3dim:MirPKP24,2024,Generating Continual Human Motion in Diverse 3D Scenes.,doi_exact,1.0,Generating Continual Human Motion in Diverse 3D Scenes
conf:3dim:MiyanishiAKK24,2024,Cross3DVG: Cross-Dataset 3D Visual Grounding on Different RGB-D Scans.,doi_exact,1.0,Cross3DVG: Cross-Dataset 3D Visual Grounding on Different RGB-D Scans
conf:3dim:MohamedA24,2024,DynamicSurf: Dynamic Neural RGB-D Surface Reconstruction With an Optimizable Feature Grid.,doi_exact,1.0,DynamicSurf: Dynamic Neural RGB-D Surface Reconstruction With an Optimizable Feature Grid
conf:3dim:MonaciACW24,2024,Zero-BEV: Zero-shot Projection of Any First-Person Modality to BEV Maps.,doi_exact,1.0,Zero-BEV: Zero-shot Projection of Any First-Person Modality to BEV Maps
conf:3dim:MoninKE24,2024,Continuous Cost Aggregation for Dual-Pixel Disparity Extraction.,doi_exact,1.0,Continuous Cost Aggregation for Dual-Pixel Disparity Extraction
conf:3dim:MuralikrishnanHCM24,2024,BLiSS: Bootstrapped Linear Shape Space.,doi_exact,1.0,BLiSS: Bootstrapped Linear Shape Space
conf:3dim:NakathWSK24,2024,Visual Tomography: Physically Faithful Volumetric Models of Partially Translucent Objects.,doi_exact,1.0,Visual Tomography: Physically Faithful Volumetric Models of Partially Translucent Objects
conf:3dim:OuasfiB24,2024,Mixing-Denoising Generalizable Occupancy Networks.,doi_exact,1.0,Mixing-Denoising Generalizable Occupancy Networks
conf:3dim:PanFFWLW24,2024,"Learning to Estimate 6DoF Pose from Limited Data: A Few-Shot, Generalizable Approach using RGB Images.",doi_exact,1.0,"Learning to Estimate 6DoF Pose from Limited Data: A Few-Shot, Generalizable Approach using RGB Images"
conf:3dim:PangBT24,2024,PIVOT-Net: Heterogeneous Point-Voxel-Tree-based Framework for Point Cloud Compression.,doi_exact,1.0,PIVOT-Net: Heterogeneous Point-Voxel-Tree-based Framework for Point Cloud Compression
conf:3dim:PanWHZWTW24,2024,Synthesizing Physically Plausible Human Motions in 3D Scenes.,doi_exact,1.0,Synthesizing Physically Plausible Human Motions in 3D Scenes
conf:3dim:PanXX24,2024,PU-SDF: Arbitrary-Scale Uniformly Upsampling Point Clouds via Signed Distance Functions.,doi_exact,1.0,PU-SDF: Arbitrary-Scale Uniformly Upsampling Point Clouds via Signed Distance Functions
conf:3dim:ParkS24,2024,"Split, Merge, and Refine: Fitting Tight Bounding Boxes via Over-Segmentation and Iterative Search.",doi_exact,1.0,"Split, Merge, and Refine: Fitting Tight Bounding Boxes via Over-Segmentation and Iterative Search"
conf:3dim:PietrantoniCHS24,2024,Self-Supervised Learning of Neural Implicit Feature Fields for Camera Pose Refinement.,doi_exact,1.0,Self-Supervised Learning of Neural Implicit Feature Fields for Camera Pose Refinement
conf:3dim:PoW24,2024,Compositional 3D Scene Generation using Locally Conditioned Diffusion.,doi_exact,1.0,Compositional 3D Scene Generation using Locally Conditioned Diffusion
conf:3dim:QianHZG24,2024,Pix4Point: Image Pretrained Standard Transformers for 3D Point Cloud Understanding.,doi_exact,1.0,Pix4Point: Image Pretrained Standard Transformers for 3D Point Cloud Understanding
conf:3dim:QiaoKZ24,2024,Depth Reconstruction with Neural Signed Distance Fields in Structured Light Systems.,doi_exact,1.0,Depth Reconstruction with Neural Signed Distance Fields in Structured Light Systems
conf:3dim:QiWWZ24,2024,OCBEV: Object-Centric BEV Transformer for Multi-View 3D Object Detection.,doi_exact,1.0,OCBEV: Object-Centric BEV Transformer for Multi-View 3D Object Detection
conf:3dim:RakotosaonaMANKT24,2024,NeRFMeshing: Distilling Neural Radiance Fields into Geometrically-Accurate 3D Meshes.,doi_exact,1.0,NeRFMeshing: Distilling Neural Radiance Fields into Geometrically-Accurate 3D Meshes
conf:3dim:RaWMLYL24,2024,Exploit Spatiotemporal Contextual Information for 3D Single Object Tracking via Memory Networks.,doi_exact,1.0,Exploit Spatiotemporal Contextual Information for 3D Single Object Tracking via Memory Networks
conf:3dim:RekikMOFW24,2024,Correspondence-Free Online Human Motion Retargeting.,doi_exact,1.0,Correspondence-Free Online Human Motion Retargeting
conf:3dim:RobertRL24,2024,Scalable 3D Panoptic Segmentation As Superpoint Graph Clustering.,doi_exact,1.0,Scalable 3D Panoptic Segmentation As Superpoint Graph Clustering
conf:3dim:RoyBHF24,2024,Occlusion Resilient 3D Human Pose Estimation.,doi_exact,1.0,Occlusion Resilient 3D Human Pose Estimation
conf:3dim:SautierPBML24,2024,BEVContrast: Self-Supervision in BEV Space for Automotive Lidar Point Clouds.,doi_exact,1.0,BEVContrast: Self-Supervision in BEV Space for Automotive Lidar Point Clouds
conf:3dim:Selvaraju24,2024,Developability Approximation for Neural Implicits Through Rank Minimization.,doi_exact,1.0,Developability Approximation for Neural Implicits Through Rank Minimization
conf:3dim:SheshappanavarAKWK24,2024,A Benchmark Grocery Dataset of Realworld Point Clouds From Single View.,doi_exact,1.0,A Benchmark Grocery Dataset of Realworld Point Clouds From Single View
conf:3dim:ShiLJWWYY24,2024,PanoSSC: Exploring Monocular Panoptic 3D Scene Reconstruction for Autonomous Driving.,doi_exact,1.0,PanoSSC: Exploring Monocular Panoptic 3D Scene Reconstruction for Autonomous Driving
conf:3dim:ShimadaMBDBTGTTB24,2024,MACS: Mass Conditioned 3D Hand and Object Motion Synthesis.,doi_exact,1.0,MACS: Mass Conditioned 3D Hand and Object Motion Synthesis
conf:3dim:SongRO24,2024,Joint Spatial-Temporal Calibration for Camera and Global Pose Sensor.,doi_exact,1.0,Joint Spatial-Temporal Calibration for Camera and Global Pose Sensor
conf:3dim:StaderiniGMGSK24,2024,Photometric visibility matrix for the automatic selection of optimal viewpoints.,doi_exact,1.0,Photometric visibility matrix for the automatic selection of optimal viewpoints
conf:3dim:SunJSC24,2024,OPDMulti: Openable Part Detection for Multiple Objects.,doi_exact,1.0,OPDMulti: Openable Part Detection for Multiple Objects
conf:3dim:SunTBLXIKBFZLWPH24,2024,Partial-View Object View Synthesis via Filtering Inversion.,doi_exact,1.0,Partial-View Object View Synthesis via Filtering Inversion
conf:3dim:SunZDL24,2024,IS-NEAR: Implicit Semantic Neural Engine and Multi-Sensor Data Rendering With 3D Global Feature.,doi_exact,1.0,IS-NEAR: Implicit Semantic Neural Engine and Multi-Sensor Data Rendering With 3D Global Feature
conf:3dim:TaheriZTZCPB24,2024,GRIP: Generating Interaction Poses Using Spatial Cues and Latent Consistency.,doi_exact,1.0,GRIP: Generating Interaction Poses Using Spatial Cues and Latent Consistency
conf:3dim:TaianaTJB24,2024,PRAGO: Differentiable Multi-View Pose Optimization From Objectness Detections.,doi_exact,1.0,PRAGO: Differentiable Multi-View Pose Optimization From Objectness Detections*
conf:3dim:TiradoGarinWC24,2024,DAC: Detector-Agnostic Spatial Covariances for Deep Local Features.,doi_exact,1.0,DAC: Detector-Agnostic Spatial Covariances for Deep Local Features
conf:3dim:TretschkGZBLT24,2024,SceNeRFlow: Time-Consistent Reconstruction of General Dynamic Scenes.,doi_exact,1.0,SceNeRFlow: Time-Consistent Reconstruction of General Dynamic Scenes
conf:3dim:TsalicoglouMTNT24,2024,TextMesh: Generation of Realistic 3D Meshes From Text Prompts.,doi_exact,1.0,TextMesh: Generation of Realistic 3D Meshes From Text Prompts
conf:3dim:UgrinovicLBWRM24,2024,Purposer: Putting Human Motion Generation in Context.,doi_exact,1.0,Purposer: Putting Human Motion Generation in Context
conf:3dim:UmmenhoferASLZCRWR24,2024,Objects With Lighting: A Real-World Dataset for Evaluating Reconstruction and Rendering for Object Relighting.,doi_exact,1.0,Objects With Lighting: A Real-World Dataset for Evaluating Reconstruction and Rendering for Object Relighting
